Date,Time,PAR (raw),Datetime (UTC),Datetime (AST),PAR (calc),,Serial #:,6521
7/25/23,8:32:32,56,7/25/2023 8:32:32,7/25/2023 4:42:08,0.034360355,,,
7/25/23,8:32:34,56,7/25/2023 8:32:34,7/25/2023 4:42:10,0.034360355,,,
7/25/23,8:32:35,56,7/25/2023 8:32:35,7/25/2023 4:42:11,0.034360355,,,
7/25/23,8:47:26,55,7/25/2023 8:47:26,7/25/2023 4:57:02,0.034332674,,,
7/25/23,8:47:27,56,7/25/2023 8:47:27,7/25/2023 4:57:03,0.034360355,,,
7/25/23,8:47:28,56,7/25/2023 8:47:28,7/25/2023 4:57:04,0.034360355,,,
7/25/23,8:47:29,56,7/25/2023 8:47:29,7/25/2023 4:57:05,0.034360355,,,
7/25/23,8:47:30,56,7/25/2023 8:47:30,7/25/2023 4:57:06,0.034360355,,,
7/25/23,8:47:31,56,7/25/2023 8:47:31,7/25/2023 4:57:07,0.034360355,,,
7/25/23,8:47:32,56,7/25/2023 8:47:32,7/25/2023 4:57:08,0.034360355,,,
7/25/23,8:47:33,56,7/25/2023 8:47:33,7/25/2023 4:57:09,0.034360355,,,
7/25/23,8:47:35,56,7/25/2023 8:47:35,7/25/2023 4:57:11,0.034360355,,,
7/25/23,8:47:36,56,7/25/2023 8:47:36,7/25/2023 4:57:12,0.034360355,,,
7/25/23,9:02:27,55,7/25/2023 9:02:27,7/25/2023 5:12:03,0.034332674,,,
7/25/23,9:02:28,56,7/25/2023 9:02:28,7/25/2023 5:12:04,0.034360355,,,
7/25/23,9:02:29,56,7/25/2023 9:02:29,7/25/2023 5:12:05,0.034360355,,,
7/25/23,9:02:30,56,7/25/2023 9:02:30,7/25/2023 5:12:06,0.034360355,,,
7/25/23,9:02:31,56,7/25/2023 9:02:31,7/25/2023 5:12:07,0.034360355,,,
7/25/23,9:02:32,56,7/25/2023 9:02:32,7/25/2023 5:12:08,0.034360355,,,
7/25/23,9:02:33,56,7/25/2023 9:02:33,7/25/2023 5:12:09,0.034360355,,,
7/25/23,9:02:34,56,7/25/2023 9:02:34,7/25/2023 5:12:10,0.034360355,,,
7/25/23,9:02:36,56,7/25/2023 9:02:36,7/25/2023 5:12:12,0.034360355,,,
7/25/23,9:02:37,56,7/25/2023 9:02:37,7/25/2023 5:12:13,0.034360355,,,
7/25/23,9:17:28,55,7/25/2023 9:17:28,7/25/2023 5:27:04,0.034332674,,,
7/25/23,9:17:29,56,7/25/2023 9:17:29,7/25/2023 5:27:05,0.034360355,,,
7/25/23,9:17:30,56,7/25/2023 9:17:30,7/25/2023 5:27:06,0.034360355,,,
7/25/23,9:17:31,56,7/25/2023 9:17:31,7/25/2023 5:27:07,0.034360355,,,
7/25/23,9:17:32,56,7/25/2023 9:17:32,7/25/2023 5:27:08,0.034360355,,,
7/25/23,9:17:33,56,7/25/2023 9:17:33,7/25/2023 5:27:09,0.034360355,,,
7/25/23,9:17:34,56,7/25/2023 9:17:34,7/25/2023 5:27:10,0.034360355,,,
7/25/23,9:17:35,56,7/25/2023 9:17:35,7/25/2023 5:27:11,0.034360355,,,
7/25/23,9:17:37,56,7/25/2023 9:17:37,7/25/2023 5:27:13,0.034360355,,,
7/25/23,9:17:38,56,7/25/2023 9:17:38,7/25/2023 5:27:14,0.034360355,,,
7/25/23,9:32:29,55,7/25/2023 9:32:29,7/25/2023 5:42:05,0.034332674,,,
7/25/23,9:32:30,55,7/25/2023 9:32:30,7/25/2023 5:42:06,0.034332674,,,
7/25/23,9:32:31,55,7/25/2023 9:32:31,7/25/2023 5:42:07,0.034332674,,,
7/25/23,9:32:32,58,7/25/2023 9:32:32,7/25/2023 5:42:08,0.034415785,,,
7/25/23,9:32:33,57,7/25/2023 9:32:33,7/25/2023 5:42:09,0.034388059,,,
7/25/23,9:32:34,57,7/25/2023 9:32:34,7/25/2023 5:42:10,0.034388059,,,
7/25/23,9:32:35,58,7/25/2023 9:32:35,7/25/2023 5:42:11,0.034415785,,,
7/25/23,9:32:36,57,7/25/2023 9:32:36,7/25/2023 5:42:12,0.034388059,,,
7/25/23,9:32:38,57,7/25/2023 9:32:38,7/25/2023 5:42:14,0.034388059,,,
7/25/23,9:32:39,57,7/25/2023 9:32:39,7/25/2023 5:42:15,0.034388059,,,
7/25/23,9:47:30,2644,7/25/2023 9:47:30,7/25/2023 5:57:06,0.27663233,,,
7/25/23,9:47:31,2644,7/25/2023 9:47:31,7/25/2023 5:57:07,0.27663233,,,
7/25/23,9:47:32,2646,7/25/2023 9:47:32,7/25/2023 5:57:08,0.27707859,,,
7/25/23,9:47:33,2655,7/25/2023 9:47:33,7/25/2023 5:57:09,0.279095688,,,
7/25/23,9:47:34,2653,7/25/2023 9:47:34,7/25/2023 5:57:10,0.278646179,,,
7/25/23,9:47:35,2644,7/25/2023 9:47:35,7/25/2023 5:57:11,0.27663233,,,
7/25/23,9:47:36,2647,7/25/2023 9:47:36,7/25/2023 5:57:12,0.27730199,,,
7/25/23,9:47:37,2657,7/25/2023 9:47:37,7/25/2023 5:57:13,0.279545922,,,
7/25/23,9:47:39,2666,7/25/2023 9:47:39,7/25/2023 5:57:15,0.281580982,,,
7/25/23,9:47:40,2670,7/25/2023 9:47:40,7/25/2023 5:57:16,0.282490202,,,
7/25/23,10:02:31,5670,7/25/2023 10:02:31,7/25/2023 6:12:07,3.169975401,,,
7/25/23,10:02:32,5670,7/25/2023 10:02:32,7/25/2023 6:12:08,3.169975401,,,
7/25/23,10:02:33,5670,7/25/2023 10:02:33,7/25/2023 6:12:09,3.169975401,,,
7/25/23,10:02:34,5675,7/25/2023 10:02:34,7/25/2023 6:12:10,3.182775304,,,
7/25/23,10:02:35,5675,7/25/2023 10:02:35,7/25/2023 6:12:11,3.182775304,,,
7/25/23,10:02:36,5677,7/25/2023 10:02:36,7/25/2023 6:12:12,3.187909725,,,
7/25/23,10:02:37,5678,7/25/2023 10:02:37,7/25/2023 6:12:13,3.190480041,,,
7/25/23,10:02:38,5676,7/25/2023 10:02:38,7/25/2023 6:12:14,3.18534148,,,
7/25/23,10:02:40,5684,7/25/2023 10:02:40,7/25/2023 6:12:16,3.205945514,,,
7/25/23,10:02:41,5689,7/25/2023 10:02:41,7/25/2023 6:12:17,3.218890659,,,
7/25/23,10:17:32,7148,7/25/2023 10:17:32,7/25/2023 6:27:08,10.43234062,,,
7/25/23,10:17:33,7149,7/25/2023 10:17:33,7/25/2023 6:27:09,10.4407519,,,
7/25/23,10:17:34,7156,7/25/2023 10:17:34,7/25/2023 6:27:10,10.49982107,,,
7/25/23,10:17:35,7164,7/25/2023 10:17:35,7/25/2023 6:27:11,10.56773802,,,
7/25/23,10:17:36,7163,7/25/2023 10:17:36,7/25/2023 6:27:12,10.55922444,,,
7/25/23,10:17:37,7157,7/25/2023 10:17:37,7/25/2023 6:27:13,10.50828676,,,
7/25/23,10:17:38,7160,7/25/2023 10:17:38,7/25/2023 6:27:14,10.53372481,,,
7/25/23,10:17:39,7164,7/25/2023 10:17:39,7/25/2023 6:27:15,10.56773802,,,
7/25/23,10:17:41,7165,7/25/2023 10:17:41,7/25/2023 6:27:17,10.57625847,,,
7/25/23,10:17:42,7170,7/25/2023 10:17:42,7/25/2023 6:27:18,10.61896388,,,
7/25/23,10:32:33,8111,7/25/2023 10:32:33,7/25/2023 6:42:09,22.66984818,,,
7/25/23,10:32:34,8118,7/25/2023 10:32:34,7/25/2023 6:42:10,22.7981042,,,
7/25/23,10:32:35,8122,7/25/2023 10:32:35,7/25/2023 6:42:11,22.87171887,,,
7/25/23,10:32:36,8121,7/25/2023 10:32:36,7/25/2023 6:42:12,22.85329295,,,
7/25/23,10:32:37,8126,7/25/2023 10:32:37,7/25/2023 6:42:13,22.94557124,,,
7/25/23,10:32:38,8126,7/25/2023 10:32:38,7/25/2023 6:42:14,22.94557124,,,
7/25/23,10:32:39,8125,7/25/2023 10:32:39,7/25/2023 6:42:15,22.92708582,,,
7/25/23,10:32:40,8129,7/25/2023 10:32:40,7/25/2023 6:42:16,23.00111698,,,
7/25/23,10:32:42,8128,7/25/2023 10:32:42,7/25/2023 6:42:18,22.98258681,,,
7/25/23,10:32:43,8126,7/25/2023 10:32:43,7/25/2023 6:42:19,22.94557124,,,
7/25/23,10:47:34,8696,7/25/2023 10:47:34,7/25/2023 6:57:10,36.32526989,,,
7/25/23,10:47:35,8703,7/25/2023 10:47:35,7/25/2023 6:57:11,36.53078226,,,
7/25/23,10:47:36,8703,7/25/2023 10:47:36,7/25/2023 6:57:12,36.53078226,,,
7/25/23,10:47:37,8686,7/25/2023 10:47:37,7/25/2023 6:57:13,36.03368475,,,
7/25/23,10:47:38,8703,7/25/2023 10:47:38,7/25/2023 6:57:14,36.53078226,,,
7/25/23,10:47:39,8707,7/25/2023 10:47:39,7/25/2023 6:57:15,36.64873951,,,
7/25/23,10:47:40,8717,7/25/2023 10:47:40,7/25/2023 6:57:16,36.94530168,,,
7/25/23,10:47:41,8718,7/25/2023 10:47:41,7/25/2023 6:57:17,36.97508957,,,
7/25/23,10:47:43,8715,7/25/2023 10:47:43,7/25/2023 6:57:19,36.88579789,,,
7/25/23,10:47:44,8710,7/25/2023 10:47:44,7/25/2023 6:57:20,36.73745734,,,
7/25/23,11:02:35,9135,7/25/2023 11:02:35,7/25/2023 7:12:11,51.74477854,,,
7/25/23,11:02:36,9146,7/25/2023 11:02:36,7/25/2023 7:12:12,52.20555596,,,
7/25/23,11:02:37,9158,7/25/2023 11:02:37,7/25/2023 7:12:13,52.7129031,,,
7/25/23,11:02:38,9166,7/25/2023 11:02:38,7/25/2023 7:12:14,53.05387076,,,
7/25/23,11:02:39,9179,7/25/2023 11:02:39,7/25/2023 7:12:15,53.61265349,,,
7/25/23,11:02:40,9180,7/25/2023 11:02:40,7/25/2023 7:12:16,53.65587976,,,
7/25/23,11:02:41,9194,7/25/2023 11:02:41,7/25/2023 7:12:17,54.26471984,,,
7/25/23,11:02:42,9192,7/25/2023 11:02:42,7/25/2023 7:12:18,54.17732153,,,
7/25/23,11:02:44,9207,7/25/2023 11:02:44,7/25/2023 7:12:20,54.83625567,,,
7/25/23,11:02:45,9192,7/25/2023 11:02:45,7/25/2023 7:12:21,54.17732153,,,
7/25/23,11:17:36,9543,7/25/2023 11:17:36,7/25/2023 7:27:12,71.89085901,,,
7/25/23,11:17:37,9543,7/25/2023 11:17:37,7/25/2023 7:27:13,71.89085901,,,
7/25/23,11:17:38,9541,7/25/2023 11:17:38,7/25/2023 7:27:14,71.77507219,,,
7/25/23,11:17:39,9540,7/25/2023 11:17:39,7/25/2023 7:27:15,71.71724872,,,
7/25/23,11:17:40,9529,7/25/2023 11:17:40,7/25/2023 7:27:16,71.08425693,,,
7/25/23,11:17:41,9538,7/25/2023 11:17:41,7/25/2023 7:27:17,71.60174151,,,
7/25/23,11:17:42,9541,7/25/2023 11:17:42,7/25/2023 7:27:18,71.77507219,,,
7/25/23,11:17:43,9519,7/25/2023 11:17:43,7/25/2023 7:27:19,70.5136593,,,
7/25/23,11:17:45,9488,7/25/2023 11:17:45,7/25/2023 7:27:21,68.77375076,,,
7/25/23,11:17:46,9470,7/25/2023 11:17:46,7/25/2023 7:27:22,67.78325114,,,
7/25/23,11:32:37,8851,7/25/2023 11:32:37,7/25/2023 7:42:13,41.15869178,,,
7/25/23,11:32:38,8850,7/25/2023 11:32:38,7/25/2023 7:42:14,41.1255335,,,
7/25/23,11:32:39,8848,7/25/2023 11:32:39,7/25/2023 7:42:15,41.05929705,,,
7/25/23,11:32:40,8841,7/25/2023 11:32:40,7/25/2023 7:42:16,40.82830847,,,
7/25/23,11:32:41,8841,7/25/2023 11:32:41,7/25/2023 7:42:17,40.82830847,,,
7/25/23,11:32:42,8842,7/25/2023 11:32:42,7/25/2023 7:42:18,40.86122711,,,
7/25/23,11:32:43,8843,7/25/2023 11:32:43,7/25/2023 7:42:19,40.89417229,,,
7/25/23,11:32:44,8849,7/25/2023 11:32:44,7/25/2023 7:42:20,41.09240193,,,
7/25/23,11:32:46,8845,7/25/2023 11:32:46,7/25/2023 7:42:22,40.96014235,,,
7/25/23,11:32:47,8844,7/25/2023 11:32:47,7/25/2023 7:42:23,40.92714403,,,
7/25/23,11:47:38,10256,7/25/2023 11:47:38,7/25/2023 7:57:14,127.7133071,,,
7/25/23,11:47:39,10225,7/25/2023 11:47:39,7/25/2023 7:57:15,124.5620103,,,
7/25/23,11:47:40,10239,7/25/2023 11:47:40,7/25/2023 7:57:16,125.9754312,,,
7/25/23,11:47:41,10210,7/25/2023 11:47:41,7/25/2023 7:57:17,123.0652239,,,
7/25/23,11:47:42,10188,7/25/2023 11:47:42,7/25/2023 7:57:18,120.9024109,,,
7/25/23,11:47:43,10190,7/25/2023 11:47:43,7/25/2023 7:57:19,121.0974494,,,
7/25/23,11:47:44,10208,7/25/2023 11:47:44,7/25/2023 7:57:20,122.867016,,,
7/25/23,11:47:45,10210,7/25/2023 11:47:45,7/25/2023 7:57:21,123.0652239,,,
7/25/23,11:47:47,10232,7/25/2023 11:47:47,7/25/2023 7:57:23,125.2667272,,,
7/25/23,11:47:48,10225,7/25/2023 11:47:48,7/25/2023 7:57:24,124.5620103,,,
7/25/23,12:02:39,10464,7/25/2023 12:02:39,7/25/2023 8:12:15,151.0218518,,,
7/25/23,12:02:40,10450,7/25/2023 12:02:40,7/25/2023 8:12:16,149.3274147,,,
7/25/23,12:02:41,10421,7/25/2023 12:02:41,7/25/2023 8:12:17,145.8777441,,,
7/25/23,12:02:42,10427,7/25/2023 12:02:42,7/25/2023 8:12:18,146.5848692,,,
7/25/23,12:02:43,10450,7/25/2023 12:02:43,7/25/2023 8:12:19,149.3274147,,,
7/25/23,12:02:44,10430,7/25/2023 12:02:44,7/25/2023 8:12:20,146.939716,,,
7/25/23,12:02:45,10443,7/25/2023 12:02:45,7/25/2023 8:12:21,148.4873388,,,
7/25/23,12:02:46,10409,7/25/2023 12:02:46,7/25/2023 8:12:22,144.4737111,,,
7/25/23,12:02:48,10459,7/25/2023 12:02:48,7/25/2023 8:12:24,150.4144998,,,
7/25/23,12:02:49,10406,7/25/2023 12:02:49,7/25/2023 8:12:25,144.1248194,,,
7/25/23,12:17:40,9504,7/25/2023 12:17:40,7/25/2023 8:27:16,69.66633927,,,
7/25/23,12:17:41,9468,7/25/2023 12:17:41,7/25/2023 8:27:17,67.67407999,,,
7/25/23,12:17:42,9444,7/25/2023 12:17:42,7/25/2023 8:27:18,66.37766033,,,
7/25/23,12:17:43,9431,7/25/2023 12:17:43,7/25/2023 8:27:19,65.68583316,,,
7/25/23,12:17:44,9420,7/25/2023 12:17:44,7/25/2023 8:27:20,65.10607593,,,
7/25/23,12:17:45,9403,7/25/2023 12:17:45,7/25/2023 8:27:21,64.22013628,,,
7/25/23,12:17:46,9406,7/25/2023 12:17:46,7/25/2023 8:27:22,64.37559785,,,
7/25/23,12:17:47,9419,7/25/2023 12:17:47,7/25/2023 8:27:23,65.05362514,,,
7/25/23,12:17:49,9438,7/25/2023 12:17:49,7/25/2023 8:27:25,66.05745466,,,
7/25/23,12:17:50,9505,7/25/2023 12:17:50,7/25/2023 8:27:26,69.72250914,,,
7/25/23,12:32:41,10622,7/25/2023 12:32:41,7/25/2023 8:42:17,171.5309751,,,
7/25/23,12:32:42,10588,7/25/2023 12:32:42,7/25/2023 8:42:18,166.8944756,,,
7/25/23,12:32:43,10444,7/25/2023 12:32:43,7/25/2023 8:42:19,148.6070596,,,
7/25/23,12:32:44,10182,7/25/2023 12:32:44,7/25/2023 8:42:20,120.3191779,,,
7/25/23,12:32:45,10100,7/25/2023 12:32:45,7/25/2023 8:42:21,112.6246413,,,
7/25/23,12:32:46,10050,7/25/2023 12:32:46,7/25/2023 8:42:22,108.1764053,,,
7/25/23,12:32:47,10010,7/25/2023 12:32:47,7/25/2023 8:42:23,104.744649,,,
7/25/23,12:32:48,9990,7/25/2023 12:32:48,7/25/2023 8:42:24,103.0698148,,,
7/25/23,12:32:50,9969,7/25/2023 12:32:50,7/25/2023 8:42:26,101.3400533,,,
7/25/23,12:32:51,9935,7/25/2023 12:32:51,7/25/2023 8:42:27,98.6008215,,,
7/25/23,12:47:42,10962,7/25/2023 12:47:42,7/25/2023 8:57:18,225.6048889,,,
7/25/23,12:47:43,11213,7/25/2023 12:47:43,7/25/2023 8:57:19,276.1867881,,,
7/25/23,12:47:44,11249,7/25/2023 12:47:44,7/25/2023 8:57:20,284.3174592,,,
7/25/23,12:47:45,11124,7/25/2023 12:47:45,7/25/2023 8:57:21,257.069967,,,
7/25/23,12:47:46,11194,7/25/2023 12:47:46,7/25/2023 8:57:22,271.9897682,,,
7/25/23,12:47:47,11182,7/25/2023 12:47:47,7/25/2023 8:57:23,269.3719418,,,
7/25/23,12:47:48,11192,7/25/2023 12:47:48,7/25/2023 8:57:24,271.5517037,,,
7/25/23,12:47:49,11214,7/25/2023 12:47:49,7/25/2023 8:57:25,276.4094692,,,
7/25/23,12:47:51,11219,7/25/2023 12:47:51,7/25/2023 8:57:27,277.5255707,,,
7/25/23,12:47:52,11216,7/25/2023 12:47:52,7/25/2023 8:57:28,276.8553701,,,
7/25/23,13:02:43,10825,7/25/2023 13:02:43,7/25/2023 9:12:19,202.0208105,,,
7/25/23,13:02:44,10755,7/25/2023 13:02:44,7/25/2023 9:12:20,190.9391056,,,
7/25/23,13:02:45,10872,7/25/2023 13:02:45,7/25/2023 9:12:21,209.8200236,,,
7/25/23,13:02:46,11024,7/25/2023 13:02:46,7/25/2023 9:12:22,237.1644506,,,
7/25/23,13:02:47,11280,7/25/2023 13:02:47,7/25/2023 9:12:23,291.5104125,,,
7/25/23,13:02:48,11412,7/25/2023 13:02:48,7/25/2023 9:12:24,324.2323784,,,
7/25/23,13:02:49,11403,7/25/2023 13:02:49,7/25/2023 9:12:25,321.8890659,,,
7/25/23,13:02:50,11387,7/25/2023 13:02:50,7/25/2023 9:12:26,317.7649152,,,
7/25/23,13:02:52,11391,7/25/2023 13:02:52,7/25/2023 9:12:28,318.7909725,,,
7/25/23,13:02:53,11462,7/25/2023 13:02:53,7/25/2023 9:12:29,337.5648804,,,
7/25/23,13:17:44,11437,7/25/2023 13:17:44,7/25/2023 9:27:20,330.8314738,,,
7/25/23,13:17:45,11404,7/25/2023 13:17:45,7/25/2023 9:27:21,322.1485954,,,
7/25/23,13:17:46,11371,7/25/2023 13:17:46,7/25/2023 9:27:22,313.6936045,,,
7/25/23,13:17:47,11414,7/25/2023 13:17:47,7/25/2023 9:27:23,324.7554268,,,
7/25/23,13:17:48,11370,7/25/2023 13:17:48,7/25/2023 9:27:24,313.4408866,,,
7/25/23,13:17:49,11311,7/25/2023 13:17:49,7/25/2023 9:27:25,298.8853404,,,
7/25/23,13:17:50,11325,7/25/2023 13:17:50,7/25/2023 9:27:26,302.2768303,,,
7/25/23,13:17:51,11396,7/25/2023 13:17:51,7/25/2023 9:27:27,320.0782044,,,
7/25/23,13:17:53,11420,7/25/2023 13:17:53,7/25/2023 9:27:29,326.3296402,,,
7/25/23,13:17:54,11370,7/25/2023 13:17:54,7/25/2023 9:27:30,313.4408866,,,
7/25/23,13:32:45,11508,7/25/2023 13:32:45,7/25/2023 9:42:21,350.3144584,,,
7/25/23,13:32:46,11536,7/25/2023 13:32:46,7/25/2023 9:42:22,358.3096891,,,
7/25/23,13:32:47,11562,7/25/2023 13:32:47,7/25/2023 9:42:23,365.8971335,,,
7/25/23,13:32:48,11550,7/25/2023 13:32:48,7/25/2023 9:42:24,362.3754746,,,
7/25/23,13:32:49,11534,7/25/2023 13:32:49,7/25/2023 9:42:25,357.7325985,,,
7/25/23,13:32:50,11669,7/25/2023 13:32:50,7/25/2023 9:42:26,398.8511787,,,
7/25/23,13:32:51,11593,7/25/2023 13:32:51,7/25/2023 9:42:27,375.1539727,,,
7/25/23,13:32:52,11539,7/25/2023 13:32:52,7/25/2023 9:42:28,359.1770711,,,
7/25/23,13:32:54,11527,7/25/2023 13:32:54,7/25/2023 9:42:30,355.720091,,,
7/25/23,13:32:55,11451,7/25/2023 13:32:55,7/25/2023 9:42:31,334.5854605,,,
7/25/23,13:47:46,11726,7/25/2023 13:47:46,7/25/2023 9:57:22,417.601334,,,
7/25/23,13:47:47,11675,7/25/2023 13:47:47,7/25/2023 9:57:23,400.7845624,,,
7/25/23,13:47:48,11687,7/25/2023 13:47:48,7/25/2023 9:57:24,404.6794908,,,
7/25/23,13:47:49,11722,7/25/2023 13:47:49,7/25/2023 9:57:25,416.2572468,,,
7/25/23,13:47:50,11695,7/25/2023 13:47:50,7/25/2023 9:57:26,407.2971159,,,
7/25/23,13:47:51,11681,7/25/2023 13:47:51,7/25/2023 9:57:27,402.7273179,,,
7/25/23,13:47:52,11687,7/25/2023 13:47:52,7/25/2023 9:57:28,404.6794908,,,
7/25/23,13:47:53,11756,7/25/2023 13:47:53,7/25/2023 9:57:29,427.8212993,,,
7/25/23,13:47:55,11577,7/25/2023 13:47:55,7/25/2023 9:57:31,370.3473741,,,
7/25/23,13:47:56,11745,7/25/2023 13:47:56,7/25/2023 9:57:32,424.0452569,,,
7/25/23,14:02:47,11647,7/25/2023 14:02:47,7/25/2023 10:12:23,391.8415582,,,
7/25/23,14:02:48,11728,7/25/2023 14:02:48,7/25/2023 10:12:24,418.2750043,,,
7/25/23,14:02:49,11812,7/25/2023 14:02:49,7/25/2023 10:12:25,447.5724876,,,
7/25/23,14:02:50,11939,7/25/2023 14:02:50,7/25/2023 10:12:26,495.810369,,,
7/25/23,14:02:51,11912,7/25/2023 14:02:51,7/25/2023 10:12:27,485.1378202,,,
7/25/23,14:02:52,12021,7/25/2023 14:02:52,7/25/2023 10:12:28,529.6842263,,,
7/25/23,14:02:53,11820,7/25/2023 14:02:53,7/25/2023 10:12:29,450.4675614,,,
7/25/23,14:02:54,11858,7/25/2023 14:02:54,7/25/2023 10:12:30,464.4769722,,,
7/25/23,14:02:56,11875,7/25/2023 14:02:56,7/25/2023 10:12:32,470.8845975,,,
7/25/23,14:02:57,11964,7/25/2023 14:02:57,7/25/2023 10:12:33,505.9015879,,,
7/25/23,14:17:48,11781,7/25/2023 14:17:48,7/25/2023 10:27:24,436.528738,,,
7/25/23,14:17:49,11778,7/25/2023 14:17:49,7/25/2023 10:27:25,435.4745584,,,
7/25/23,14:17:50,11805,7/25/2023 14:17:50,7/25/2023 10:27:26,445.0545649,,,
7/25/23,14:17:51,11776,7/25/2023 14:17:51,7/25/2023 10:27:27,434.7731866,,,
7/25/23,14:17:52,11871,7/25/2023 14:17:52,7/25/2023 10:27:28,469.3690132,,,
7/25/23,14:17:53,11763,7/25/2023 14:17:53,7/25/2023 10:27:29,430.2417238,,,
7/25/23,14:17:54,11720,7/25/2023 14:17:54,7/25/2023 10:27:30,415.5868263,,,
7/25/23,14:17:55,11807,7/25/2023 14:17:55,7/25/2023 10:27:31,445.7725225,,,
7/25/23,14:17:57,11789,7/25/2023 14:17:57,7/25/2023 10:27:33,439.3523765,,,
7/25/23,14:17:58,11824,7/25/2023 14:17:58,7/25/2023 10:27:34,451.9221131,,,
7/25/23,14:32:49,11955,7/25/2023 14:32:49,7/25/2023 10:42:25,502.2453043,,,
7/25/23,14:32:50,11887,7/25/2023 14:32:50,7/25/2023 10:42:26,475.4607762,,,
7/25/23,14:32:51,11832,7/25/2023 14:32:51,7/25/2023 10:42:27,454.845322,,,
7/25/23,14:32:52,11874,7/25/2023 14:32:52,7/25/2023 10:42:28,470.5052432,,,
7/25/23,14:32:53,12049,7/25/2023 14:32:53,7/25/2023 10:42:29,541.7732153,,,
7/25/23,14:32:54,11775,7/25/2023 14:32:54,7/25/2023 10:42:30,434.4229245,,,
7/25/23,14:32:55,11907,7/25/2023 14:32:55,7/25/2023 10:42:31,483.1867817,,,
7/25/23,14:32:56,11982,7/25/2023 14:32:56,7/25/2023 10:42:32,513.2942007,,,
7/25/23,14:32:58,11908,7/25/2023 14:32:58,7/25/2023 10:42:34,483.5763607,,,
7/25/23,14:32:59,11852,7/25/2023 14:32:59,7/25/2023 10:42:35,462.2363365,,,
7/25/23,14:47:50,11860,7/25/2023 14:47:50,7/25/2023 10:57:26,465.2262618,,,
7/25/23,14:47:51,11937,7/25/2023 14:47:51,7/25/2023 10:57:27,495.0118209,,,
7/25/23,14:47:52,11990,7/25/2023 14:47:52,7/25/2023 10:57:28,516.6143883,,,
7/25/23,14:47:53,11981,7/25/2023 14:47:53,7/25/2023 10:57:29,512.8806805,,,
7/25/23,14:47:54,12038,7/25/2023 14:47:54,7/25/2023 10:57:30,536.9914089,,,
7/25/23,14:47:55,12001,7/25/2023 14:47:55,7/25/2023 10:57:31,521.2147412,,,
7/25/23,14:47:56,11951,7/25/2023 14:47:56,7/25/2023 10:57:32,500.6287829,,,
7/25/23,14:47:57,11938,7/25/2023 14:47:57,7/25/2023 10:57:33,495.4109341,,,
7/25/23,14:47:59,12037,7/25/2023 14:47:59,7/25/2023 10:57:35,536.5587976,,,
7/25/23,14:48:00,11949,7/25/2023 14:48:00,7/25/2023 10:57:36,499.8224743,,,
7/25/23,15:02:51,12087,7/25/2023 15:02:51,7/25/2023 11:12:27,558.6222056,,,
7/25/23,15:02:52,12107,7/25/2023 15:02:52,7/25/2023 11:12:28,567.6995438,,,
7/25/23,15:02:53,12107,7/25/2023 15:02:53,7/25/2023 11:12:29,567.6995438,,,
7/25/23,15:02:54,12035,7/25/2023 15:02:54,7/25/2023 11:12:30,535.6946205,,,
7/25/23,15:02:55,12130,7/25/2023 15:02:55,7/25/2023 11:12:31,578.32098,,,
7/25/23,15:02:56,12105,7/25/2023 15:02:56,7/25/2023 11:12:32,566.7852115,,,
7/25/23,15:02:57,12028,7/25/2023 15:02:57,7/25/2023 11:12:33,532.6809463,,,
7/25/23,15:02:58,12106,7/25/2023 15:02:58,7/25/2023 11:12:34,567.2421934,,,
7/25/23,15:03:00,12110,7/25/2023 15:03:00,7/25/2023 11:12:36,569.0738084,,,
7/25/23,15:03:01,12066,7/25/2023 15:03:01,7/25/2023 11:12:37,549.2471697,,,
7/25/23,15:17:52,11081,7/25/2023 15:17:52,7/25/2023 11:27:28,248.3136475,,,
7/25/23,15:17:53,11137,7/25/2023 15:17:53,7/25/2023 11:27:29,259.7775217,,,
7/25/23,15:17:54,11205,7/25/2023 15:17:54,7/25/2023 11:27:30,274.4117854,,,
7/25/23,15:17:55,11206,7/25/2023 15:17:55,7/25/2023 11:27:31,274.6330353,,,
7/25/23,15:17:56,11125,7/25/2023 15:17:56,7/25/2023 11:27:32,257.2772348,,,
7/25/23,15:17:57,11143,7/25/2023 15:17:57,7/25/2023 11:27:33,261.0367624,,,
7/25/23,15:17:58,11056,7/25/2023 15:17:58,7/25/2023 11:27:34,243.3605352,,,
7/25/23,15:17:59,11090,7/25/2023 15:17:59,7/25/2023 11:27:35,250.1213401,,,
7/25/23,15:18:01,11258,7/25/2023 15:18:01,7/25/2023 11:27:37,286.3872551,,,
7/25/23,15:18:02,11537,7/25/2023 15:18:02,7/25/2023 11:27:38,358.5985835,,,
7/25/23,15:32:53,12242,7/25/2023 15:32:53,7/25/2023 11:42:29,632.9521914,,,
7/25/23,15:32:54,12237,7/25/2023 15:32:54,7/25/2023 11:42:30,630.4067001,,,
7/25/23,15:32:55,12280,7/25/2023 15:32:55,7/25/2023 11:42:31,652.6368215,,,
7/25/23,15:32:56,12227,7/25/2023 15:32:56,7/25/2023 11:42:32,625.3463874,,,
7/25/23,15:32:57,12156,7/25/2023 15:32:57,7/25/2023 11:42:33,590.5673089,,,
7/25/23,15:32:58,12194,7/25/2023 15:32:58,7/25/2023 11:42:34,608.9337814,,,
7/25/23,15:32:59,12243,7/25/2023 15:32:59,7/25/2023 11:42:35,633.4625217,,,
